Cruise,Cycle,Tow,Net,Latitude,Longitude,Time_PST,Night0Day1,minDepth,maxDepth,Class,Abundance (#/m^3),ugcarbon_n,ugcarbon_mean,ugcarbon_mean-1outlier,ugcarbon_mean-2outliers,ugcarbon_median,Carbon_mg_sum,Carbon_mg_sum-1outlier,Carbon_mg_sum-2outliers
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,chaetognatha,2.444882,27,32.050831,30.522075,27.812749,7.789274,0.078360,0.074503,0.066794
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,cnidaria,0.125984,5,67.155281,58.252558,54.204703,57.670638,0.008461,0.007110,0.006402
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_calanoida,101.342520,325,9.733733,9.445173,9.214213,2.690385,0.986441,0.956826,0.933066
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_eucalanids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_oithona_like,9.448819,24,1.612071,1.512295,1.405554,1.370677,0.015232,0.013694,0.012174
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,copepoda_poecilostomatoids,21.692913,56,2.552398,2.509545,2.444935,2.336418,0.055369,0.054341,0.051979
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,crustacea_others,0.472441,3,3.659398,20.081204,14.628995,0.375037,0.001729,0.001581,0.000576
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,doliolids,0.039370,1,25.366003,NaN,NaN,25.366003,0.000999,NaN,NaN
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,eggs,0.039370,1,971.712837,NaN,NaN,971.712837,0.038256,NaN,NaN
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,euphausiids,0.413386,15,475.487171,358.777558,261.783516,182.106170,0.196560,0.146901,0.106156
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,multiples,2.795276,8,13.519816,12.985327,7.527738,9.687829,0.037792,0.035786,0.017782
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,nauplii,1.181102,3,1.696782,1.337215,1.289058,1.385371,0.002004,0.001053,0.000508
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,ostracods,0.511811,4,14.511954,8.345099,5.171887,3.402221,0.007427,0.003943,0.002240
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,others,1.232283,7,316.018183,146.759322,26.328732,3.159498,0.389424,0.180271,0.032237
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,polychaete,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,pteropoda,1.574803,4,1.220913,0.993862,1.056096,1.016376,0.001923,0.001174,0.000832
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,7,3.504500e+01,-1.211067e+02,09-Jun-2017 22:43:00,0,50,101,radiolarians,4.370079,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,appendicularia,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,bryozoan_larvae,3.265306,1,1.151581,NaN,NaN,1.151581,0.003760,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,chaetognatha,7.836735,15,6.593454,4.916721,3.532277,0.503507,0.051671,0.036926,0.025375
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,cnidaria,0.326531,1,64.905455,NaN,NaN,64.905455,0.021194,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_calanoida,700.408163,282,7.377061,7.073346,6.954540,2.170465,5.166954,4.951920,4.866475
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_eucalanids,0.326531,1,834.721212,NaN,NaN,834.721212,0.272562,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_oithona_like,238.693878,74,1.410912,1.396027,1.382841,1.395553,0.336776,0.328665,0.321045
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,copepoda_poecilostomatoids,176.979592,56,2.600779,2.592086,2.535025,2.172164,0.460285,0.457900,0.439542
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,crustacea_others,3.265306,1,0.956882,NaN,NaN,0.956882,0.003125,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,doliolids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,eggs,0.326531,1,11.185749,NaN,NaN,11.185749,0.003652,NaN,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,euphausiids,17.730612,66,224.250787,216.136946,209.903451,156.623621,3.976104,3.830476,3.718290
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,multiples,7.510204,5,87.300268,20.940179,11.125638,13.688788,0.655643,0.150427,0.076290
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,nauplii,32.979592,11,3.066965,2.394034,2.272356,2.275501,0.101147,0.071137,0.060101
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,ostracods,6.530612,2,2.297951,2.912222,NaN,1.683681,0.015007,0.009509,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,others,6.538776,3,29.152638,3.275335,1.110326,5.440345,0.190623,0.021390,0.003626
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,polychaete,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,pteropoda,6.530612,2,0.471529,0.537780,NaN,0.405277,0.003079,0.001756,NaN
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,8,3.504500e+01,-1.211067e+02,09-Jun-2017 22:47:00,0,24,50,radiolarians,32.653061,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,appendicularia,1.223242,1,3.162707,NaN,NaN,3.162707,0.003869,NaN,NaN
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,chaetognatha,4.899083,5,14.275919,12.874572,10.817908,13.363626,0.069939,0.062995,0.039699
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,cnidaria,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_calanoida,483.180428,395,25.510355,24.811185,24.199094,12.230621,12.326104,11.957929,11.633326
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_eucalanids,1.223242,1,711.230453,NaN,NaN,711.230453,0.870007,NaN,NaN
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_oithona_like,9.785933,8,1.044639,0.888951,0.808663,0.821343,0.010223,0.007612,0.005935
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,copepoda_poecilostomatoids,34.250765,28,3.594628,3.445215,3.320862,3.470140,0.123119,0.113787,0.105618
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,crustacea_others,4.892966,4,24.230935,1.368497,1.569165,1.512341,0.118561,0.005022,0.003839
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,doliolids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,eggs,8.562691,7,10.021412,7.612360,6.098229,6.138480,0.085810,0.055871,0.037298
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,euphausiids,8.562691,7,26.374308,15.680117,9.732517,9.519959,0.225835,0.115083,0.059526
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,multiples,3.669725,3,24.079816,19.705312,19.456471,19.954153,0.088366,0.048209,0.023800
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,nauplii,3.669725,3,5.083691,6.450911,5.252666,5.252666,0.018656,0.015782,0.006425
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,ostracods,3.669725,3,8.609230,2.734504,3.373780,3.373780,0.031594,0.006690,0.004127
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,others,7.351682,8,119.541160,20.917873,16.907264,10.137828,0.878829,0.153654,0.124090
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,polychaete,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,pteropoda,2.446483,2,10.420170,12.873253,NaN,7.967088,0.025493,0.015747,NaN
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,2,9,3.504500e+01,-1.211067e+02,09-Jun-2017 22:48:59,0,0,24,radiolarians,70.948012,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,appendicularia,0.359066,1,4.597356,NaN,NaN,4.597356,0.001651,NaN,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,bryozoan_larvae,0.718133,2,0.526567,0.598587,NaN,0.454547,0.000378,0.000215,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,chaetognatha,0.579892,10,61.895498,43.250410,40.137480,0.538335,0.035893,0.025003,0.023131
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,cnidaria,0.543986,9,43.386504,42.639235,41.996374,22.750435,0.023602,0.023119,0.022695
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_calanoida,66.068223,283,12.555903,12.322620,12.202133,5.102792,0.829546,0.813691,0.805297
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_eucalanids,0.215440,6,1020.898721,953.625643,899.041174,972.086064,0.219942,0.171207,0.129126
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_oithona_like,3.626571,11,3.456382,2.305535,2.046889,2.017989,0.012535,0.008278,0.006615
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_others,0.718133,2,0.754468,0.621042,NaN,0.621042,0.000542,0.000223,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,copepoda_poecilostomatoids,18.707361,53,1.859538,1.733663,1.663274,1.400508,0.034787,0.031810,0.029921
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,crustacea_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,doliolids,0.035907,1,90.770331,NaN,NaN,90.770331,0.003259,NaN,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,eggs,1.795332,5,7.395572,5.286059,4.912967,5.752259,0.013278,0.007592,0.005292
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,euphausiids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,multiples,0.071813,2,125.039403,87.832880,NaN,87.832880,0.008979,0.003154,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,nauplii,4.667864,13,2.664215,2.430978,2.561749,2.561084,0.012436,0.010475,0.010118
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,ostracods,12.459605,41,6.314384,6.136678,5.962317,2.217722,0.078675,0.076240,0.073860
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,others,0.725314,6,69.649869,136.388305,6842.519510,2.265681,0.050518,0.049952,0.049138
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,polychaete,2.262118,18,25.323051,23.686494,22.716790,19.666593,0.057284,0.052731,0.049757
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,pteropoda,0.718133,2,1.729823,2.708169,NaN,0.751476,0.001242,0.000972,NaN
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,1,3.498620e+01,-1.211282e+02,06-Oct-2017 12:40:00,1,351,399,radiolarians,5.385996,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,appendicularia,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,chaetognatha,0.586260,14,90.044858,64.491932,52.757875,8.874019,0.052790,0.037711,0.030769
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,cnidaria,0.337405,3,22.307786,21.107595,18.357570,18.357570,0.007527,0.007090,0.005605
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_calanoida,42.137405,219,18.731554,17.636956,17.084699,7.805994,0.789299,0.742637,0.718862
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_eucalanids,0.061069,2,971.987737,1259.604352,NaN,684.371122,0.059358,0.038461,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_oithona_like,0.916031,3,4.605944,3.928736,4.547995,4.547995,0.004219,0.002399,0.001389
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,copepoda_poecilostomatoids,9.770992,32,2.428385,2.195098,2.063902,1.570849,0.023728,0.020778,0.018906
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,crustacea_others,0.030534,1,14.015084,NaN,NaN,14.015084,0.000428,NaN,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,doliolids,0.305344,1,1.215362,NaN,NaN,1.215362,0.000371,NaN,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,eggs,0.641221,3,21.475279,3.861711,9.335860,9.335860,0.013770,0.001297,0.000285
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,euphausiids,0.003053,2,318294.648462,575521.185939,NaN,61068.110985,0.971892,0.878658,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,multiples,0.335878,2,14.490924,8.033165,NaN,8.033165,0.004867,0.002453,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,nauplii,1.221374,4,2.832096,2.476966,2.268638,2.475115,0.003459,0.002269,0.001385
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,ostracods,7.755725,29,5.543740,5.254097,4.984039,2.522799,0.042996,0.040589,0.038350
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,others,3.297710,27,14.274658,12.759011,11.552167,1.489242,0.047074,0.041686,0.037390
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,polychaete,0.793893,8,26.320646,23.486964,30.186764,23.060241,0.020896,0.017929,0.013826
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,pteropoda,0.610687,2,16.947272,33.384225,NaN,0.510319,0.010349,0.010194,NaN
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,2,3.498620e+01,-1.211282e+02,06-Oct-2017 12:45:00,1,301,351,radiolarians,2.442748,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,appendicularia,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,chaetognatha,0.527119,26,212.410729,193.016476,173.928224,84.194617,0.111966,0.101415,0.091091
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,cnidaria,0.033898,1,54.520735,NaN,NaN,54.520735,0.001848,NaN,NaN
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_calanoida,48.677966,239,16.848537,16.585217,16.393435,5.945544,0.820152,0.806772,0.796888
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_eucalanids,0.101695,3,691.434347,642.658094,683.647301,683.647301,0.070315,0.043570,0.023174
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_oithona_like,2.745763,9,5.234240,3.275884,3.109727,3.274542,0.014372,0.007884,0.006430
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,copepoda_poecilostomatoids,13.254237,40,2.803905,2.720345,2.643267,1.816532,0.037164,0.035134,0.033242
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,crustacea_others,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,doliolids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,eggs,1.389831,5,40.919682,12.509209,7.977157,10.171433,0.056871,0.013145,0.005679
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,euphausiids,0.042373,6,3057.715994,13340.579987,15455.612186,486.999996,0.129564,0.113056,0.104784
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,multiples,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,nauplii,1.389831,5,5.204143,4.885025,4.660141,5.162079,0.007233,0.005133,0.003317
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,ostracods,9.322034,32,13.554825,12.474229,12.386905,13.179389,0.126359,0.112057,0.110852
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,others,4.747458,15,10.454394,4.392610,2.261360,1.977961,0.049632,0.020846,0.009965
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,polychaete,0.338983,1,21.226701,NaN,NaN,21.226701,0.007195,NaN,NaN
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,pteropoda,1.016949,3,1.703281,1.258633,1.412371,1.412371,0.001732,0.000853,0.000479
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,3,3.498620e+01,-1.211282e+02,06-Oct-2017 12:51:00,1,250,301,radiolarians,3.423729,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,appendicularia,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,chaetognatha,3.074875,38,75.131264,71.025344,67.880857,36.065255,0.231019,0.218276,0.208499
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,cnidaria,1.202995,13,48.447333,48.183415,47.929866,45.864397,0.058282,0.057884,0.057500
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_calanoida,51.915141,249,17.168669,16.161599,15.926016,8.615296,0.891314,0.837956,0.824681
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_eucalanids,0.532446,8,813.888937,650.722243,561.560860,576.748328,0.433352,0.303165,0.224251
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_oithona_like,2.995008,9,3.628218,3.110304,3.473839,3.164240,0.010867,0.008280,0.008092
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_others,0.332779,1,1.214055,NaN,NaN,1.214055,0.000404,NaN,NaN
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,copepoda_poecilostomatoids,26.960067,84,3.357076,2.961174,2.868668,2.184085,0.090507,0.078848,0.075430
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,crustacea_others,1.064892,4,6.015427,0.129354,0.109443,0.128241,0.006406,0.000129,0.000073
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,doliolids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1706,1,3,4,3.498620e+01,-1.211282e+02,06-Oct-2017 12:56:00,1,200,250,eggs,2.995008,9,25.908867,10.155628,11.173291,13.265159,0.077597,0.027037,0.026028
